91	1	37	1
96	1	18	0
70	1	18	0
109	1	57	1
74	1	37	0
99	1	43	0
107	1	37	1
90	1	37	0
78	1	31	0
70	1	37	0
88	1	58	0
93	1	18	0
88	1	43	0
108	1	58	1
101	1	57	1
98	1	28	0
103	1	35	1
73	1	37	1
109	1	43	0
102	1	37	0
93	1	37	0
93	1	18	0
101	1	61	1
100	1	37	0
70	1	31	0
102	1	18	0
113	1	28	0
91	1	37	0
109	1	37	0
80	1	58	0
118	1	18	1
70	1	58	0
88	1	37	0
72	1	37	0
81	1	58	1
70	1	37	0
97	1	18	0
87	1	40	1
99	1	18	0
81	1	18	0
84	1	18	0
90	1	58	0
95	1	37	1
84	1	61	0
104	1	40	0
105	1	31	0
107	1	58	0
84	1	40	0
108	1	0	0
70	1	18	0
99	1	37	1
87	1	18	1
81	1	18	0
103	1	43	1
114	1	37	1
101	1	35	1
70	1	58	0
70	1	0	0
109	1	0	1
78	1	58	1
70	1	37	0
70	1	58	0
104	1	37	1
86	1	18	0
99	1	35	0
98	1	58	0
118	1	18	0
76	1	0	0
102	1	18	0
106	1	37	0
108	1	35	0
110	1	37	0
110	1	37	0
89	1	28	0
83	1	18	0
96	1	37	0
113	1	65	1
95	1	37	1
108	1	38	0
96	1	28	0
79	1	61	0
99	2	37	0
107	2	37	1
94	2	37	0
88	2	37	0
82	2	57	0
100	2	57	1
102	2	40	1
111	2	58	1
111	2	57	1
94	2	58	0
94	2	18	1
93	2	18	0
90	2	58	1
84	2	18	0
100	2	27	0
106	2	51	1
114	2	57	1
101	2	0	1
115	2	43	1
108	2	58	1
117	2	51	1
110	2	28	0
93	2	43	1
114	2	0	1
72	2	0	0
116	2	0	1
117	2	37	1
102	2	40	1
84	2	18	1
94	2	28	0
81	2	37	1
101	2	18	0
91	2	37	1
93	2	38	1
116	2	18	1
90	2	57	1
115	2	35	1
89	2	18	0
108	2	37	1
100	2	18	1
86	2	37	0
84	2	37	0
90	2	37	0
103	2	28	1
100	2	57	1
102	2	43	1
82	2	35	0
83	2	37	0
113	2	37	1
117	2	57	1
111	2	18	1
100	2	37	1
91	2	58	1
97	2	58	1
109	2	43	1
100	2	37	0
98	2	37	0
85	2	35	0
91	2	18	0
85	2	31	0
81	2	37	1
87	2	37	1
95	2	37	1
102	2	37	0
94	2	38	0
89	2	37	0
112	2	37	0
118	2	37	1
70	2	37	0
103	2	37	1
90	2	37	1
97	2	37	1
104	2	37	0
91	2	37	0
94	2	37	0
107	2	57	0
90	2	37	0
70	2	37	1
97	2	37	0
104	2	18	0
96	2	28	0
81	2	18	0
114	2	28	1
106	2	18	0
105	2	18	1
92	2	28	0
96	2	38	1
84	2	18	0
89	2	18	0
111	2	58	1
102	2	18	0
99	2	37	0
104	2	37	0
70	2	31	0
70	2	35	0
90	2	18	0
104	2	18	1
102	2	37	1
86	2	37	1
73	2	35	1
81	2	37	0
93	2	57	1
111	2	37	0
104	2	18	0
105	2	28	0
73	2	37	0
85	2	28	1
107	2	61	1
112	2	62	1
127	1	40	1
114	1	66	0
114	1	71	1
109	1	18	0
93	1	51	1
114	2	40	1
100	2	31	1
92	2	18	0
110	2	61	1
93	2	37	0
96	2	43	0
120	1	75	0
114	1	75	1
127	1	40	1
106	1	75	1
110	1	53	1
92	1	38	0
125	1	71	1
108	1	71	1
112	2	18	1
93	2	69	1
114	2	75	1
104	2	18	1
92	2	75	1
104	2	43	0
109	2	71	1
109	2	40	1
104	2	18	0
123	1	36	0
125	1	31	1
127	1	37	1
129	1	43	1
119	1	69	1
125	1	71	0
121	1	37	1
124	1	36	1
125	1	18	1
129	1	18	0
122	1	62	1
121	1	37	1
129	1	0	1
122	1	40	1
126	1	51	0
122	1	35	1
123	1	65	1
119	1	71	1
120	2	40	1
127	2	35	0
127	2	62	1
120	2	61	1
127	2	58	1
123	2	37	1
120	2	37	1
123	2	37	1
122	2	18	0
119	2	37	1
130	1	0	0
134	1	62	1
136	1	61	1
135	1	61	1
140	1	71	1
131	1	30	1
137	1	62	1
136	1	18	1
132	1	37	1
135	2	62	1
134	2	0	1
